
Lmod is automatically replacing "cray-mpich/9.0.1" with "cray-mpich-abi/9.0.1".

Running forecast for file: python CubicGalileonForecasts.py ./ini_files/config_run_ell3000_k0p3.yaml
Number of models loaded: 50 from: /global/homes/c/carolazn/CubicGalileonEmu/CubicGalileonEmu/model/
4.182345109176885e-05
Horndeski functions initialized.
Reading cosmo file to get the parameters of the data vector...
(265275, 10)
(705, 705)
(300,)
ex_inds= [15, 16, 17, 18, 19, 35, 36, 37, 38, 39, 55, 56, 57, 58, 59, 75, 76, 77, 78, 79, 95, 96, 97, 98, 99, 115, 116, 117, 118, 119, 135, 136, 137, 138, 139, 155, 156, 157, 158, 159, 175, 176, 177, 178, 179, 195, 196, 197, 198, 199, 215, 216, 217, 218, 219, 235, 236, 237, 238, 239, 255, 256, 257, 258, 259, 275, 276, 277, 278, 279, 295, 296, 297, 298, 299, 309, 310, 311, 312, 313, 314, 315, 316, 317, 318, 319, 329, 330, 331, 332, 333, 334, 335, 336, 337, 338, 339, 349, 350, 351, 352, 353, 354, 355, 356, 357, 358, 359, 370, 371, 372, 373, 374, 375, 376, 377, 378, 379, 390, 391, 392, 393, 394, 395, 396, 397, 398, 399, 411, 412, 413, 414, 415, 416, 417, 418, 419, 431, 432, 433, 434, 435, 436, 437, 438, 439, 449, 450, 451, 452, 453, 454, 455, 456, 457, 458, 459, 470, 471, 472, 473, 474, 475, 476, 477, 478, 479, 491, 492, 493, 494, 495, 496, 497, 498, 499, 512, 513, 514, 515, 516, 517, 518, 519, 532, 533, 534, 535, 536, 537, 538, 539]
Running MCMC...
Resuming nautilus run...
Please report issues at github.com/johannesulf/nautilus.
Status    | Bounds | Ellipses | Networks | Calls    | f_live | N_eff | log Z    
Sampling  | 40     | 1        | 4        | 136192   | 1.0000 | 1     | -299.64  
Computing | 40     | 1        | 4        | 136192   | 1.0000 | 1     | -299.64  
Sampling  | 40     | 1        | 4        | 136448   | 1.0000 | 1     | -299.71  
Computing | 40     | 1        | 4        | 136448   | 1.0000 | 1     | -299.71  
Sampling  | 40     | 1        | 4        | 136704   | 1.0000 | 1     | -299.78  
Computing | 40     | 1        | 4        | 136704   | 1.0000 | 1     | -299.78  
Sampling  | 40     | 1        | 4        | 136960   | 1.0000 | 1     | -299.84  
Computing | 40     | 1        | 4        | 136960   | 1.0000 | 1     | -299.84  
Sampling  | 40     | 1        | 4        | 137216   | 1.0000 | 1     | -299.90  
Computing | 40     | 1        | 4        | 137216   | 1.0000 | 1     | -299.90  
Sampling  | 40     | 1        | 4        | 137472   | 1.0000 | 1     | -299.96  
Computing | 40     | 1        | 4        | 137472   | 1.0000 | 1     | -299.96  
Sampling  | 40     | 1        | 4        | 137728   | 1.0000 | 1     | -300.01  
Computing | 40     | 1        | 4        | 137728   | 1.0000 | 1     | -300.01  
Sampling  | 40     | 1        | 4        | 137984   | 1.0000 | 1     | -300.06  
Computing | 40     | 1        | 4        | 137984   | 1.0000 | 1     | -300.06  
Sampling  | 40     | 1        | 4        | 138240   | 1.0000 | 1     | -300.11  
Computing | 40     | 1        | 4        | 138240   | 1.0000 | 1     | -300.11  
Sampling  | 40     | 1        | 4        | 138496   | 1.0000 | 1     | -300.15  
Computing | 40     | 1        | 4        | 138496   | 1.0000 | 1     | -300.15  
Sampling  | 40     | 1        | 4        | 138752   | 1.0000 | 1     | -300.19  
Computing | 40     | 1        | 4        | 138752   | 1.0000 | 1     | -300.19  
Sampling  | 40     | 1        | 4        | 139008   | 1.0000 | 1     | -300.24  
Computing | 40     | 1        | 4        | 139008   | 1.0000 | 1     | -300.24  
Sampling  | 40     | 1        | 4        | 139264   | 1.0000 | 1     | -300.28  
Computing | 40     | 1        | 4        | 139264   | 1.0000 | 1     | -300.28  
Bounding  | 40     | 1        | 4        | 139520   | 1.0000 | 1     | -300.31  
Sampling  | 41     | 1        | 4        | 139520   | 1.0000 | 1     | -1848.99 
Computing | 41     | 1        | 4        | 139520   | 1.0000 | 1     | -1848.99 
Sampling  | 41     | 1        | 4        | 139776   | 1.0000 | 1     | -299.70  
Computing | 41     | 1        | 4        | 139776   | 1.0000 | 1     | -299.70  
Sampling  | 41     | 1        | 4        | 140032   | 1.0000 | 1     | -300.32  
Computing | 41     | 1        | 4        | 140032   | 1.0000 | 1     | -300.32  
Sampling  | 41     | 1        | 4        | 140288   | 1.0000 | 1     | -300.39  
Computing | 41     | 1        | 4        | 140288   | 1.0000 | 1     | -300.39  
Sampling  | 41     | 1        | 4        | 140544   | 1.0000 | 1     | -300.45  
Computing | 41     | 1        | 4        | 140544   | 1.0000 | 1     | -300.45  
Sampling  | 41     | 1        | 4        | 140800   | 1.0000 | 1     | -300.51  
Computing | 41     | 1        | 4        | 140800   | 1.0000 | 1     | -300.51  
Sampling  | 41     | 1        | 4        | 141056   | 1.0000 | 1     | -300.56  
Computing | 41     | 1        | 4        | 141056   | 1.0000 | 1     | -300.56  
Sampling  | 41     | 1        | 4        | 141312   | 1.0000 | 1     | -300.61  
Computing | 41     | 1        | 4        | 141312   | 1.0000 | 1     | -300.61  
Sampling  | 41     | 1        | 4        | 141568   | 1.0000 | 1     | -300.66  
Computing | 41     | 1        | 4        | 141568   | 1.0000 | 1     | -300.66  
Sampling  | 41     | 1        | 4        | 141824   | 1.0000 | 1     | -300.70  
Computing | 41     | 1        | 4        | 141824   | 1.0000 | 1     | -300.70  
Sampling  | 41     | 1        | 4        | 142080   | 1.0000 | 1     | -300.75  
Computing | 41     | 1        | 4        | 142080   | 1.0000 | 1     | -300.75  
Sampling  | 41     | 1        | 4        | 142336   | 1.0000 | 1     | -300.79  
Computing | 41     | 1        | 4        | 142336   | 1.0000 | 1     | -300.79  
Sampling  | 41     | 1        | 4        | 142592   | 1.0000 | 1     | -300.83  
Computing | 41     | 1        | 4        | 142592   | 1.0000 | 1     | -300.83  
Sampling  | 41     | 1        | 4        | 142848   | 1.0000 | 1     | -300.87  
Computing | 41     | 1        | 4        | 142848   | 1.0000 | 1     | -300.87  
Sampling  | 41     | 1        | 4        | 143104   | 1.0000 | 1     | -300.91  
Computing | 41     | 1        | 4        | 143104   | 1.0000 | 1     | -300.91  
Sampling  | 41     | 1        | 4        | 143360   | 1.0000 | 1     | -300.94  
Computing | 41     | 1        | 4        | 143360   | 1.0000 | 1     | -300.94  
Sampling  | 41     | 1        | 4        | 143616   | 1.0000 | 1     | -300.98  
Computing | 41     | 1        | 4        | 143616   | 1.0000 | 1     | -300.98  
Sampling  | 41     | 1        | 4        | 143872   | 1.0000 | 1     | -301.01  
Computing | 41     | 1        | 4        | 143872   | 1.0000 | 1     | -301.01  
Sampling  | 41     | 1        | 4        | 144128   | 1.0000 | 1     | -301.04  
Computing | 41     | 1        | 4        | 144128   | 1.0000 | 1     | -301.04  
Bounding  | 41     | 1        | 4        | 144384   | 1.0000 | 1     | -301.08  
Sampling  | 42     | 1        | 4        | 144384   | 1.0000 | 1     | -1529.91 
Computing | 42     | 1        | 4        | 144384   | 1.0000 | 1     | -1529.91 
Sampling  | 42     | 1        | 4        | 144640   | 1.0000 | 1     | -301.15  
Computing | 42     | 1        | 4        | 144640   | 1.0000 | 1     | -301.15  
Sampling  | 42     | 1        | 4        | 144896   | 1.0000 | 1     | -301.22  
Computing | 42     | 1        | 4        | 144896   | 1.0000 | 1     | -301.22  
Sampling  | 42     | 1        | 4        | 145152   | 1.0000 | 1     | -301.29  
Computing | 42     | 1        | 4        | 145152   | 1.0000 | 1     | -301.29  
Sampling  | 42     | 1        | 4        | 145408   | 1.0000 | 1     | -301.35  
Computing | 42     | 1        | 4        | 145408   | 1.0000 | 1     | -301.35  
Sampling  | 42     | 1        | 4        | 145664   | 1.0000 | 1     | -301.40  
Computing | 42     | 1        | 4        | 145664   | 1.0000 | 1     | -301.40  
Sampling  | 42     | 1        | 4        | 145920   | 1.0000 | 1     | -301.46  
Computing | 42     | 1        | 4        | 145920   | 1.0000 | 1     | -301.46  
Sampling  | 42     | 1        | 4        | 146176   | 1.0000 | 1     | -301.51  
Computing | 42     | 1        | 4        | 146176   | 1.0000 | 1     | -301.51  
Sampling  | 42     | 1        | 4        | 146432   | 1.0000 | 1     | -301.56  
Computing | 42     | 1        | 4        | 146432   | 1.0000 | 1     | -301.56  
Sampling  | 42     | 1        | 4        | 146688   | 1.0000 | 1     | -301.60  
Computing | 42     | 1        | 4        | 146688   | 1.0000 | 1     | -301.60  
Sampling  | 42     | 1        | 4        | 146944   | 1.0000 | 1     | -301.65  
Computing | 42     | 1        | 4        | 146944   | 1.0000 | 1     | -301.65  
Sampling  | 42     | 1        | 4        | 147200   | 1.0000 | 1     | -301.69  
Computing | 42     | 1        | 4        | 147200   | 1.0000 | 1     | -301.69  
Sampling  | 42     | 1        | 4        | 147456   | 1.0000 | 1     | -301.73  
