
Lmod is automatically replacing "cray-mpich/9.0.1" with "cray-mpich-abi/9.0.1".

Running forecast for file: python CubicGalileonForecasts.py ./ini_files/config_run_ell3000_k0p3.yaml
Number of models loaded: 50 from: /global/homes/c/carolazn/CubicGalileonEmu/CubicGalileonEmu/model/
4.182345109176885e-05
Horndeski functions initialized.
Reading cosmo file to get the parameters of the data vector...
(265275, 10)
(705, 705)
(300,)
ex_inds= [15, 16, 17, 18, 19, 35, 36, 37, 38, 39, 55, 56, 57, 58, 59, 75, 76, 77, 78, 79, 95, 96, 97, 98, 99, 115, 116, 117, 118, 119, 135, 136, 137, 138, 139, 155, 156, 157, 158, 159, 175, 176, 177, 178, 179, 195, 196, 197, 198, 199, 215, 216, 217, 218, 219, 235, 236, 237, 238, 239, 255, 256, 257, 258, 259, 275, 276, 277, 278, 279, 295, 296, 297, 298, 299, 309, 310, 311, 312, 313, 314, 315, 316, 317, 318, 319, 329, 330, 331, 332, 333, 334, 335, 336, 337, 338, 339, 349, 350, 351, 352, 353, 354, 355, 356, 357, 358, 359, 370, 371, 372, 373, 374, 375, 376, 377, 378, 379, 390, 391, 392, 393, 394, 395, 396, 397, 398, 399, 411, 412, 413, 414, 415, 416, 417, 418, 419, 431, 432, 433, 434, 435, 436, 437, 438, 439, 449, 450, 451, 452, 453, 454, 455, 456, 457, 458, 459, 470, 471, 472, 473, 474, 475, 476, 477, 478, 479, 491, 492, 493, 494, 495, 496, 497, 498, 499, 512, 513, 514, 515, 516, 517, 518, 519, 532, 533, 534, 535, 536, 537, 538, 539]
Running MCMC...
Resuming nautilus run...
Please report issues at github.com/johannesulf/nautilus.
Status    | Bounds | Ellipses | Networks | Calls    | f_live | N_eff | log Z    
Sampling  | 40     | 1        | 4        | 136960   | 1.0000 | 1     | -32.85   
Computing | 40     | 1        | 4        | 136960   | 1.0000 | 1     | -32.85   
Sampling  | 40     | 1        | 4        | 137216   | 1.0000 | 1     | -32.89   
Computing | 40     | 1        | 4        | 137216   | 1.0000 | 1     | -32.89   
Bounding  | 40     | 1        | 4        | 137472   | 1.0000 | 1     | -32.91   
Sampling  | 41     | 1        | 4        | 137472   | 0.9984 | 453   | -64.55   
Computing | 41     | 1        | 4        | 137472   | 0.9984 | 453   | -64.55   
Sampling  | 41     | 1        | 4        | 137728   | 1.0000 | 2     | -32.66   
Computing | 41     | 1        | 4        | 137728   | 1.0000 | 2     | -32.66   
Sampling  | 41     | 1        | 4        | 137984   | 1.0000 | 2     | -32.73   
Computing | 41     | 1        | 4        | 137984   | 1.0000 | 2     | -32.73   
Sampling  | 41     | 1        | 4        | 138240   | 1.0000 | 2     | -32.80   
Computing | 41     | 1        | 4        | 138240   | 1.0000 | 2     | -32.80   
Sampling  | 41     | 1        | 4        | 138496   | 1.0000 | 2     | -32.86   
Computing | 41     | 1        | 4        | 138496   | 1.0000 | 2     | -32.86   
Sampling  | 41     | 1        | 4        | 138752   | 1.0000 | 2     | -32.86   
Computing | 41     | 1        | 4        | 138752   | 1.0000 | 2     | -32.86   
Sampling  | 41     | 1        | 4        | 139008   | 1.0000 | 2     | -32.92   
Computing | 41     | 1        | 4        | 139008   | 1.0000 | 2     | -32.92   
Sampling  | 41     | 1        | 4        | 139264   | 1.0000 | 2     | -32.96   
Computing | 41     | 1        | 4        | 139264   | 1.0000 | 2     | -32.96   
Sampling  | 41     | 1        | 4        | 139520   | 1.0000 | 2     | -33.01   
Computing | 41     | 1        | 4        | 139520   | 1.0000 | 2     | -33.01   
Sampling  | 41     | 1        | 4        | 139776   | 1.0000 | 2     | -33.05   
Computing | 41     | 1        | 4        | 139776   | 1.0000 | 2     | -33.05   
Sampling  | 41     | 1        | 4        | 140032   | 1.0000 | 2     | -33.10   
Computing | 41     | 1        | 4        | 140032   | 1.0000 | 2     | -33.10   
Sampling  | 41     | 1        | 4        | 140288   | 1.0000 | 2     | -33.14   
Computing | 41     | 1        | 4        | 140288   | 1.0000 | 2     | -33.14   
Sampling  | 41     | 1        | 4        | 140544   | 1.0000 | 3     | -33.12   
Computing | 41     | 1        | 4        | 140544   | 1.0000 | 3     | -33.12   
Sampling  | 41     | 1        | 4        | 140800   | 1.0000 | 3     | -33.11   
Computing | 41     | 1        | 4        | 140800   | 1.0000 | 3     | -33.11   
Bounding  | 41     | 1        | 4        | 141056   | 1.0000 | 3     | -33.15   
Sampling  | 42     | 1        | 4        | 141056   | 0.9952 | 562   | -59.04   
Computing | 42     | 1        | 4        | 141056   | 0.9952 | 562   | -59.04   
Sampling  | 42     | 1        | 4        | 141312   | 1.0000 | 3     | -33.20   
Computing | 42     | 1        | 4        | 141312   | 1.0000 | 3     | -33.20   
Sampling  | 42     | 1        | 4        | 141568   | 1.0000 | 3     | -33.25   
Computing | 42     | 1        | 4        | 141568   | 1.0000 | 3     | -33.25   
Sampling  | 42     | 1        | 4        | 141824   | 1.0000 | 3     | -33.28   
Computing | 42     | 1        | 4        | 141824   | 1.0000 | 3     | -33.28   
Sampling  | 42     | 1        | 4        | 142080   | 1.0000 | 3     | -33.35   
Computing | 42     | 1        | 4        | 142080   | 1.0000 | 3     | -33.35   
Sampling  | 42     | 1        | 4        | 142336   | 1.0000 | 3     | -33.40   
Computing | 42     | 1        | 4        | 142336   | 1.0000 | 3     | -33.40   
Sampling  | 42     | 1        | 4        | 142592   | 1.0000 | 3     | -33.46   
Computing | 42     | 1        | 4        | 142592   | 1.0000 | 3     | -33.46   
Sampling  | 42     | 1        | 4        | 142848   | 1.0000 | 4     | -33.46   
Computing | 42     | 1        | 4        | 142848   | 1.0000 | 4     | -33.46   
Sampling  | 42     | 1        | 4        | 143104   | 1.0000 | 4     | -33.49   
Computing | 42     | 1        | 4        | 143104   | 1.0000 | 4     | -33.49   
Sampling  | 42     | 1        | 4        | 143360   | 1.0000 | 4     | -33.52   
Computing | 42     | 1        | 4        | 143360   | 1.0000 | 4     | -33.52   
